candidate,rationale,elapsed_s,project,params_json,native_export_log,name,substrate_h_mm,top_length_mm,top_width_mm,short_wall_width_mm,side_fence_length_mm,side_fence_enabled,feed_from_short_mm,feed_v_mm,feed_pad_radius_mm,port_width_mm,open_lip_height_mm,open_lip_width_mm,ground_radius_mm,total_height_limit_mm,epsr,tan_delta,s_csv,s11_worst_db,s11_worst_freq_ghz,s11_pass,ff_sample_count,all_phi_gain_total_min_dbi,all_phi_gain_total_min_theta_deg,all_phi_gain_total_min_phi_deg,best_270deg_window_start_phi_deg,best_270deg_window_stop_phi_deg,best_270deg_gain_total_min_dbi,best_270deg_gain_total_min_theta_deg,best_270deg_gain_total_min_phi_deg,default_0_270deg_gain_total_min_dbi,default_0_270deg_gain_total_min_theta_deg,default_0_270deg_gain_total_min_phi_deg,gain_pass,candidate_index,match_series_cap_pf,match_series_ind_nh,match_shunt_cap_pf,match_shunt_ind_nh,match_gap_mm,match_island_size_mm,match_series_width_mm,refresh_status,match_shunt_on_load_side
h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lim10_lowcost,Upper footprint check for the low-cost thick PIFA: a 12 mm top plate tests whether physical capacitive loading can replace the failed lumped matching island.,106.44686222076416,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lim10_lowcost_native_export.log,h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lim10_lowcost,8.0,12.0,10.0,4.0,8.0,True,11.3,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lim10_lowcost_native_s_parameters.csv,-2.38941480188043,8.0,False,730,-10.2696917704884,65.0,250.0,280.0,190.0,-5.06155455321289,90.0,120.0,-10.2696917704884,65.0,250.0,False,69,0.0,0.0,0.0,0.0,0.12,0.7,0.34,,
h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_c0p14_l8p0_loadside,Put the low-cost L-match on the antenna side of the high-gain 8 mm geometry so the shunt branch sees the transformed load instead of the source node.,104.45601105690002,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_c0p14_l8p0_lo.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_c0p14_l8p0_lo_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_c0p14_l8p0_lo_native_export.log,h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_c0p14_l8p0_loadside,8.0,9.6,9.6,4.0,6.8,True,9.05,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_c0p14_l8p0_lo_native_s_parameters.csv,-1.16161573683918,8.0,False,730,-9.437718425577,65.0,205.0,220.0,130.0,-4.25497959317532,45.0,310.0,-9.437718425577,65.0,205.0,True,70,0.14,0.0,0.0,8.0,0.12,0.7,0.34,,True
h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_l2p9_c0p19_loadside,"Test the conjugate load-side high-pass L-match for the same 8 mm geometry, using a modest series inductor and a small shunt capacitor.",108.97586941719055,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_l2p9_c0p19_lo.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_l2p9_c0p19_lo_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_l2p9_c0p19_lo_native_export.log,h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_l2p9_c0p19_loadside,8.0,9.6,9.6,4.0,6.8,True,9.05,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_match_l2p9_c0p19_lo_native_s_parameters.csv,-1.51975705806867,8.0,False,730,-8.38515864734401,90.0,150.0,220.0,130.0,-4.67611091864921,90.0,35.0,-8.38515864734401,90.0,150.0,True,71,0.0,2.9,0.19,0.0,0.12,0.7,0.34,,True
h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p40_lim10_lowcost,Pull the high-gain 9.6 mm top plate feed back toward the short wall to lower the input resistance while keeping the plated-wall low-elevation mode.,101.36017155647278,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p40_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p40_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p40_lim10_lowcost_native_export.log,h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p40_lim10_lowcost,8.0,9.6,9.6,4.0,6.8,True,8.4,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p40_lim10_lowcost_native_s_parameters.csv,-1.46838180685868,8.0,False,730,-7.0133798606829,70.0,250.0,270.0,180.0,-5.18975014371859,90.0,120.0,-7.0133798606829,70.0,250.0,False,72,0.0,0.0,0.0,0.0,0.12,0.7,0.34,,False
h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost,Mid-point feed sweep on the same high-gain 8 mm PIFA to bracket the 50 ohm crossing without changing the copper outline.,107.60428357124329,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost_native_export.log,h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost,8.0,9.6,9.6,4.0,6.8,True,8.6,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost_native_s_parameters.csv,-1.58623691853232,8.0,False,730,-7.45992347474393,70.0,250.0,275.0,185.0,-5.2824303007758,90.0,120.0,-7.45992347474393,70.0,250.0,False,73,0.0,0.0,0.0,0.0,0.12,0.7,0.34,,False
h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost,Open-edge side of the same 8 mm high-gain PIFA to see whether a slightly longer feed arm is needed for the impedance match.,99.86239695549011,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost_native_export.log,h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost,8.0,9.6,9.6,4.0,6.8,True,8.8,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost_native_s_parameters.csv,-1.68877040833253,8.0,False,730,-7.51774440501162,70.0,250.0,275.0,185.0,-4.7998421310057,90.0,120.0,-7.51774440501162,70.0,250.0,True,74,0.0,0.0,0.0,0.0,0.12,0.7,0.34,,False
h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost,Step down the height slightly from the best 8 mm gain geometry and pull the feed a bit back to see whether the higher input resistance can be tamed.,102.07470202445984,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost_native_export.log,h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost,7.2,9.6,9.6,4.0,6.8,True,8.6,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p60_lim10_lowcost_native_s_parameters.csv,-1.97054707310144,8.0,False,730,-7.73346259846376,65.0,250.0,275.0,185.0,-5.38002155469879,45.0,275.0,-7.73346259846376,65.0,250.0,False,75,0.0,0.0,0.0,0.0,0.12,0.7,0.34,,False
h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost,Same 7.2 mm height with a near-open feed point to bracket the trade between low-angle gain and input match.,90.86475348472595,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost_native_export.log,h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost,7.2,9.6,9.6,4.0,6.8,True,8.8,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_lim10_lowcost_native_s_parameters.csv,-2.26384663637591,8.0,False,730,-8.07542386345182,70.0,250.0,275.0,185.0,-4.95438980068341,45.0,275.0,-8.07542386345182,70.0,250.0,True,76,0.0,0.0,0.0,0.0,0.12,0.7,0.34,,False
h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_c0p157_l7p3_loadside,"Load-side L-match solved from the candidate-76 impedance of about 111+j170 ohm, using series C and shunt L.",108.38410091400146,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_c0p157_l7p3_loadside.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_c0p157_l7p3_loadside_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_c0p157_l7p3_loadside_native_export.log,h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_c0p157_l7p3_loadside,7.2,9.6,9.6,4.0,6.8,True,8.8,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_c0p157_l7p3_loadside_native_s_parameters.csv,-1.21064223028099,8.0,False,730,-11.1449724085223,90.0,145.0,215.0,125.0,-4.08232629255491,45.0,125.0,-11.1449724085223,90.0,145.0,True,77,0.157,0.0,0.0,7.3,0.12,0.7,0.34,,True
h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_l2p5_c0p22_loadside,"Conjugate load-side L-match solved from the candidate-76 impedance, using series L and shunt C.",111.49284267425537,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_l2p5_c0p22_loadside.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_l2p5_c0p22_loadside_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_l2p5_c0p22_loadside_native_export.log,h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_l2p5_c0p22_loadside,7.2,9.6,9.6,4.0,6.8,True,8.8,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l9p6_w9p6_sw4p0_fence6p8_feed8p80_match_l2p5_c0p22_loadside_native_s_parameters.csv,-2.65171702676989,8.0,False,730,-14.9648478415014,90.0,145.0,215.0,125.0,-4.34587505730474,45.0,215.0,-14.9648478415014,90.0,145.0,True,78,0.0,2.5,0.22,0.0,0.12,0.7,0.34,,True
h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p10_lim10_lowcost,Nudge the 12 mm top plate feed slightly back toward the short wall to see whether the raw input moves closer to a practical match while keeping the high-gain aperture.,99.59153985977173,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p10_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p10_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p10_lim10_lowcost_native_export.log,h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p10_lim10_lowcost,8.0,12.0,10.0,4.0,8.0,True,11.1,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p10_lim10_lowcost_native_s_parameters.csv,-2.06456575104575,8.0,False,730,-9.3048777613064,65.0,255.0,275.0,185.0,-5.45887110794064,90.0,120.0,-9.3048777613064,65.0,255.0,False,79,0.0,0.0,0.0,0.0,0.12,0.7,0.34,,False
h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l2p9_c0p24_gap0p08_loadside,Apply a tighter load-side L-match with a smaller parasitic gap and island to push the 12 mm high-gain geometry toward 50 ohm.,100.72126913070679,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l2p9_c0p24_gap0p08_loads.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l2p9_c0p24_gap0p08_loads_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l2p9_c0p24_gap0p08_loads_native_export.log,h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l2p9_c0p24_gap0p08_loadside,8.0,12.0,10.0,4.0,8.0,True,11.3,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l2p9_c0p24_gap0p08_loads_native_s_parameters.csv,-1.77096049153813,8.0,False,730,-10.1016884257054,90.0,150.0,220.0,130.0,-3.83545549889984,45.0,220.0,-10.1016884257054,90.0,150.0,True,80,0.0,2.9,0.24,0.0,0.08,0.6,0.24,,True
h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p4_c0p28_gap0p08_loadside,Use a slightly stronger tight-geometry load-side match to test whether the physical implementation needs more nominal reactance than the ideal circuit estimate.,100.67909169197083,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p4_c0p28_gap0p08_loads.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p4_c0p28_gap0p08_loads_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p4_c0p28_gap0p08_loads_native_export.log,h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p4_c0p28_gap0p08_loadside,8.0,12.0,10.0,4.0,8.0,True,11.3,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p4_c0p28_gap0p08_loads_native_s_parameters.csv,-1.79445601758212,8.0,False,730,-9.88894776166759,90.0,150.0,220.0,130.0,-3.80492658800657,45.0,220.0,-9.88894776166759,90.0,150.0,True,81,0.0,3.4,0.28,0.0,0.08,0.6,0.24,,True
h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p0_c0p26_gap0p10_loadside,Relax the island gap slightly while keeping the same matched 12 mm footprint to balance reactance compensation and parasitic loading.,101.13961720466614,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p0_c0p26_gap0p10_loads.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p0_c0p26_gap0p10_loads_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p0_c0p26_gap0p10_loads_native_export.log,h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p0_c0p26_gap0p10_loadside,8.0,12.0,10.0,4.0,8.0,True,11.3,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_match_l3p0_c0p26_gap0p10_loads_native_s_parameters.csv,-1.80941002893679,8.0,False,730,-10.1345365286496,90.0,150.0,220.0,130.0,-3.74650524470625,45.0,220.0,-10.1345365286496,90.0,150.0,True,82,0.0,3.0,0.26,0.0,0.1,0.65,0.28,,True
h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip1p6_w5p0_lim10_lowcost,Add stronger open-edge capacitive loading to the 12 mm high-gain PIFA without discrete matching components.,106.66538882255554,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip1p6_w5p0_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip1p6_w5p0_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip1p6_w5p0_lim10_lowcost_native_export.log,h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip1p6_w5p0_lim10_lowcost,8.0,12.0,10.0,4.0,8.0,True,11.3,0.0,0.3,0.55,1.6,5.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip1p6_w5p0_lim10_lowcost_native_s_parameters.csv,-1.85536934912383,8.0,False,730,-8.28766684629913,65.0,255.0,275.0,185.0,-5.8108872477773,90.0,115.0,-8.28766684629913,65.0,255.0,False,83,0.0,0.0,0.0,0.0,0.12,0.7,0.34,,False
h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip2p4_w6p0_lim10_lowcost,Increase the open-edge lip depth and width to pull down the strong inductive input while checking low-elevation gain margin.,101.21258735656738,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip2p4_w6p0_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip2p4_w6p0_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip2p4_w6p0_lim10_lowcost_native_export.log,h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip2p4_w6p0_lim10_lowcost,8.0,12.0,10.0,4.0,8.0,True,11.3,0.0,0.3,0.55,2.4,6.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l12p0_w10p0_sw4p0_fence8p0_feed11p30_lip2p4_w6p0_lim10_lowcost_native_s_parameters.csv,-1.84998826901108,8.0,False,730,-8.39059192720919,70.0,250.0,270.0,180.0,-5.83493708570117,90.0,115.0,-8.39059192720919,70.0,250.0,False,84,0.0,0.0,0.0,0.0,0.12,0.7,0.34,,False
