index,candidate,elapsed_s,rationale,worst_return_db,isolation_db,worst_return_expr,worst_coupling_expr,x_return_worst_db,y_return_worst_db,xy_return_balance_db,same_element_xy_isolation_db,same_feed_inter_element_isolation_db,patch_side_mm,port_width_mm,dualpol_slotcoupled_enabled,feed_substrate_h_mm,slot_coupled_aperture_length_a_mm,slot_coupled_aperture_length_b_mm,slot_coupled_aperture_width_mm,slot_coupled_offset_a_mm,slot_coupled_offset_b_mm,slot_coupled_aperture_center_a_v_mm,slot_coupled_aperture_center_b_u_mm,slot_coupled_feedline_length_mm,slot_coupled_feedline_width_mm,slot_coupled_feedline_offset_a_v_mm,slot_coupled_feedline_offset_b_u_mm,dualpol_parasitic_enabled,parasitic_side_mm,air_gap_mm,isolation_slot_enabled,isolation_slot_length_mm,isolation_slot_width_mm,isolation_slot_inner_mm,score,slot_coupled_stub_enabled,slot_coupled_stub_length_mm,slot_coupled_stub_width_mm,slot_coupled_stub_offset_mm,slot_coupled_stub_side_sign,slot_coupled_stub2_enabled,slot_coupled_stub2_length_mm,slot_coupled_stub2_width_mm,slot_coupled_stub2_offset_mm,slot_coupled_stub2_side_sign,slot_coupled_step_enabled,slot_coupled_step_length_mm,slot_coupled_step_width_mm,slot_coupled_b_feed_layer_offset_mm,slot_coupled_bridge_enabled,slot_coupled_bridge_gap_mm,slot_coupled_bridge_offset_mm,slot_coupled_bridge_width_mm
129,p9p75_l5p65_w0p70_fw0p82_stub1p90_w1p00_off1p55,56.897919,Slightly strengthen aperture coupling and feed width near the current best.,-5.767015,0.215410,"dB(S(P4A:1,P4A:1))","dB(S(P1A:1,P1B:1))",-5.767015,-6.062583,0.295568,0.215410,39.453643,9.750000,0.500000,1.000000,0.254000,5.650000,5.650000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.820000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,46.813278,1.000000,1.900000,1.000000,1.550000,1.000000,0.000000,0.000000,0.250000,3.000000,-1.000000,0.000000,0.000000,0.800000,,,,,
130,p9p75_l5p55_w0p68_fw0p78_stub1p90_w1p00_off1p55,62.980723,Slightly relax aperture coupling to bracket the current best from the other side.,-6.288032,0.220330,"dB(S(P3B:1,P3B:1))","dB(S(P2B:1,P2A:1))",-6.356757,-6.288032,0.068725,0.220330,38.135729,9.750000,0.500000,1.000000,0.254000,5.550000,5.550000,0.680000,0.000000,0.000000,0.000000,0.000000,10.000000,0.780000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,41.146960,1.000000,1.900000,1.000000,1.550000,1.000000,0.000000,0.000000,0.250000,3.000000,-1.000000,0.000000,0.000000,0.800000,,,,,
131,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso9p5_w0p35_i3p2,66.993162,Keep the passed dual-stub step match and lightly narrow the isolation slot.,-12.206330,0.203375,"dB(S(P4A:1,P4A:1))","dB(S(P1B:1,P1A:1))",-12.206330,-13.758157,1.551827,0.203375,42.436400,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,9.500000,0.350000,3.200000,7.001966,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,,,,,
132,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso10p5_w0p50_i2p8,67.935555,Move isolation compensation inward on the passed match network.,-15.159092,0.193384,"dB(S(P4B:1,P4B:1))","dB(S(P2B:1,P2A:1))",-15.429559,-15.159092,0.270467,0.193384,41.258483,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.500000,0.500000,2.800000,4.444241,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,,,,,
133,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p0_w0p55_i3p2,67.061360,Widen the isolation slot on the passed match network.,-16.113153,0.187265,"dB(S(P4B:1,P4B:1))","dB(S(P1B:1,P1A:1))",-16.874869,-16.113153,0.761716,0.187265,33.833552,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,11.000000,0.550000,3.200000,5.429800,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,,,,,
134,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p0_iso11p5_w0p55_i3p6,65.923321,Move the widened isolation slot outward on the passed match network.,-14.377415,0.192368,"dB(S(P4B:1,P4B:1))","dB(S(P2A:1,P2B:1))",-14.757374,-14.377415,0.379959,0.192368,46.036827,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,11.500000,0.550000,3.600000,4.663734,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,,,,,
135,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p65_step1p0,67.938367,Slightly shorten the second stub to improve X/Y balance while staying matched.,-9.658817,0.176582,"dB(S(P4A:1,P4A:1))","dB(S(P1B:1,P1A:1))",-9.658817,-10.713652,1.054835,0.176582,33.176629,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,9.433205,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.650000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,,,,,
136,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p75_step1p0,64.974377,Slightly lengthen the second stub to check A/B isolation and S11 margin.,-13.770947,0.198458,"dB(S(P4A:1,P4A:1))","dB(S(P2A:1,P2B:1))",-13.770947,-14.929388,1.158440,0.198458,43.983401,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,6.217652,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.750000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,,,,,
137,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_w0p25_step1p0,64.075662,Narrow the second stub on the passed network for better feed balance.,-16.372095,0.200670,"dB(S(P4B:1,P4B:1))","dB(S(P1B:1,P1A:1))",-16.900337,-16.372095,0.528242,0.200670,45.014087,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,4.956149,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.250000,2.400000,-1.000000,1.000000,1.000000,1.100000,,,,,
138,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_w0p35_step1p0,65.950655,Widen the second stub on the passed network to test isolation tradeoff.,-9.380892,0.230304,"dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2B:1))",-9.819730,-9.380892,0.438839,0.230304,40.995291,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,10.953607,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.350000,2.400000,-1.000000,1.000000,1.000000,1.100000,,,,,
139,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step0p9_w1p05,64.920495,Reduce the stepped-impedance section to improve X/Y balance with S11 margin.,-16.019463,0.164421,"dB(S(P4A:1,P4A:1))","dB(S(P2A:1,P2B:1))",-16.019463,-16.434126,0.414663,0.164421,43.661233,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,4.747116,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,0.900000,1.050000,,,,,
140,p9p75_l5p6_w0p70_fw0p80_stub1p90_w1p00_off1p55_dstub0p70_step1p1_w1p15,64.079521,Strengthen the stepped-impedance section to see whether isolation improves.,-12.274313,0.199593,"dB(S(P3B:1,P3B:1))","dB(S(P1A:1,P1B:1))",-13.197809,-12.274313,0.923495,0.199593,43.105134,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,5.747195,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.100000,1.150000,,,,,
141,p9p75_l5p6_w0p70_fw0p80_blay0p08_dstub0p70_step1p0,66.042724,Separate B feed onto a lower layer to break the direct A/B crossing while keeping the passed network.,-0.618968,1.374544,"dB(S(P3A:1,P3A:1))","dB(S(P2B:1,P2A:1))",-0.618968,-0.691631,0.072663,1.374544,39.401669,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,97.268374,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,0.080000,,,,
142,p9p75_l5p6_w0p70_fw0p80_blay0p12_dstub0p70_step1p0,65.918831,Use a 0.12 mm B-feed layer split to improve same-element A/B isolation.,-0.321949,2.809130,"dB(S(P3A:1,P3A:1))","dB(S(P1B:1,P1A:1))",-0.321949,-0.629308,0.307359,2.809130,32.421522,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,99.990664,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,0.120000,,,,
143,p9p75_l5p6_w0p70_fw0p80_blay0p16_dstub0p70_step1p0,68.056144,Use a 0.16 mm B-feed layer split and check whether B coupling remains matched.,-0.246555,5.252698,"dB(S(P3A:1,P3A:1))","dB(S(P2B:1,P2A:1))",-0.246555,-0.609769,0.363214,5.252698,32.914833,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,99.634526,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,0.160000,,,,
144,p9p75_l5p6_w0p70_fw0p80_blay0p20_dstub0p70_step1p0,67.950325,Use a 0.20 mm B-feed layer split for stronger direct-crossing isolation.,-0.233219,7.086059,"dB(S(P3A:1,P3A:1))","dB(S(P1B:1,P1A:1))",-0.233219,-0.731590,0.498371,7.086059,26.180955,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,99.121524,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,0.200000,,,,
145,p9p75_l5p6_b5p9_w0p72_fw0p80_blay0p12_dstub0p70_step1p0,67.936006,Retune the lower B layer by lengthening the B aperture and widening the slot slightly.,-0.374881,2.865699,"dB(S(P3A:1,P3A:1))","dB(S(P2A:1,P2B:1))",-0.374881,-0.657762,0.282881,2.865699,35.806105,9.750000,0.500000,1.000000,0.254000,5.600000,5.900000,0.720000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,99.384102,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,0.120000,,,,
146,p9p75_l5p6_b6p1_w0p74_fw0p82_blay0p12_dstub0p70_step1p0,65.935458,Stronger B coupling compensation for the split-layer feed.,-0.462476,3.114936,"dB(S(P3A:1,P3A:1))","dB(S(P1B:1,P1A:1))",-0.462476,-0.758859,0.296383,3.114936,31.055589,9.750000,0.500000,1.000000,0.254000,5.600000,6.100000,0.740000,0.000000,0.000000,0.000000,0.000000,10.000000,0.820000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,98.410538,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.120000,0.120000,,,,
147,p9p75_l5p6_b5p9_w0p72_fw0p80_blay0p16_dstub0p70_step1p0,67.971001,Retune aperture coupling for a 0.16 mm split-layer feed.,-0.320276,5.299870,"dB(S(P3A:1,P3A:1))","dB(S(P1B:1,P1A:1))",-0.320276,-0.518318,0.198042,5.299870,30.876032,9.750000,0.500000,1.000000,0.254000,5.600000,5.900000,0.720000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,98.543387,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,0.160000,,,,
148,p9p75_l5p6_b6p2_w0p76_fw0p84_blay0p16_dstub0p70_step1p1,68.139263,Stronger B aperture and feed compensation for the 0.16 mm split-layer feed.,-0.262595,4.794719,"dB(S(P3A:1,P3A:1))","dB(S(P2A:1,P2B:1))",-0.262595,-0.790415,0.527820,4.794719,30.727165,9.750000,0.500000,1.000000,0.254000,5.600000,6.200000,0.760000,0.000000,0.000000,0.000000,0.000000,10.000000,0.840000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,100.032332,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.100000,1.150000,0.160000,,,,
149,p9p75_l5p6_b6p4_w0p78_fw0p86_blay0p20_dstub0p70_step1p1,67.944178,High-coupling B retune for a 0.20 mm split-layer offset.,-0.197013,8.164143,"dB(S(P3A:1,P3A:1))","dB(S(P1A:1,P1B:1))",-0.197013,-0.722814,0.525801,8.164143,28.138089,9.750000,0.500000,1.000000,0.254000,5.600000,6.400000,0.780000,0.000000,0.000000,0.000000,0.000000,10.000000,0.860000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,99.081469,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.100000,1.180000,0.200000,,,,
150,p9p75_l5p6_b6p4_w0p80_fw0p88_blay0p24_dstub0p70_step1p2,65.953441,Upper split-layer offset with aggressive B coupling compensation.,-0.253595,8.123116,"dB(S(P3A:1,P3A:1))","dB(S(P4B:1,P4A:1))",-0.253595,-0.682347,0.428752,8.123116,28.035188,9.750000,0.500000,1.000000,0.254000,5.600000,6.400000,0.800000,0.000000,0.000000,0.000000,0.000000,10.000000,0.880000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,98.321551,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.200000,1.200000,0.240000,,,,
151,p10p1_l7p2_b7p4_w1p00_fw1p00_h0p127_blay0p08_dstub0p70_step1p0,68.955590,Split-layer strong coupling retune with thin feed dielectric and wider apertures.,-0.419986,5.131956,"dB(S(P3A:1,P3A:1))","dB(S(P4B:1,P4A:1))",-0.419986,-0.497633,0.077647,5.131956,33.542650,10.100000,0.500000,1.000000,0.127000,7.200000,7.400000,1.000000,0.000000,0.000000,0.000000,0.000000,10.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,97.389458,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.200000,0.080000,,,,
152,p10p1_l7p6_b7p8_w1p10_fw1p05_h0p127_blay0p08_dstub0p70_step1p1,65.922955,Increase aperture strength at the mild split-layer offset.,-0.857179,3.416267,"dB(S(P3B:1,P3B:1))","dB(S(P4A:1,P4B:1))",-1.038482,-0.857179,0.181303,3.416267,29.539782,10.100000,0.500000,1.000000,0.127000,7.600000,7.800000,1.100000,0.000000,0.000000,0.000000,0.000000,10.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,94.082680,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.100000,1.250000,0.080000,,,,
153,p10p1_l8p0_b8p2_w1p20_fw1p10_h0p127_blay0p08_dstub0p70_step1p1,67.932503,Aggressive aperture coupling for mild split-layer isolation.,-0.738156,1.628074,"dB(S(P1B:1,P1B:1))","dB(S(P4A:1,P4B:1))",-0.835978,-0.738156,0.097822,1.628074,23.041505,10.100000,0.500000,1.000000,0.127000,8.000000,8.200000,1.200000,0.000000,0.000000,0.000000,0.000000,10.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,96.000048,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.100000,1.300000,0.080000,,,,
154,p10p4_l8p4_b8p6_w1p30_fw1p15_h0p127_blay0p08_dstub0p80_step1p2,69.981018,Larger patch allows longer slots while keeping the split-layer feed close to ground.,-0.634815,1.455127,"dB(S(P1B:1,P1B:1))","dB(S(P4A:1,P4B:1))",-0.952911,-0.634815,0.318096,1.455127,19.808782,10.400000,0.500000,1.000000,0.127000,8.400000,8.600000,1.300000,0.000000,0.000000,0.000000,0.000000,10.000000,1.150000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,97.560477,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.800000,0.350000,2.400000,-1.000000,1.000000,1.200000,1.350000,0.080000,,,,
155,p10p1_l7p2_b7p6_w1p00_fw1p00_h0p127_blay0p12_dstub0p70_step1p0,66.054409,Moderate split-layer offset with stronger B aperture compensation.,-0.236209,2.938610,"dB(S(P3A:1,P3A:1))","dB(S(P4A:1,P4B:1))",-0.236209,-0.398901,0.162692,2.938610,33.571484,10.100000,0.500000,1.000000,0.127000,7.200000,7.600000,1.000000,0.000000,0.000000,0.000000,0.000000,10.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,100.493991,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.200000,0.120000,,,,
156,p10p1_l7p8_b8p2_w1p15_fw1p10_h0p127_blay0p12_dstub0p70_step1p1,67.912839,Higher coupling retune for 0.12 mm split-layer isolation.,-0.408130,1.290348,"dB(S(P2A:1,P2A:1))","dB(S(P4A:1,P4B:1))",-0.408130,-0.509968,0.101839,1.290348,22.918823,10.100000,0.500000,1.000000,0.127000,7.800000,8.200000,1.150000,0.000000,0.000000,0.000000,0.000000,10.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,99.477208,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.100000,1.300000,0.120000,,,,
157,p10p4_l8p4_b8p8_w1p35_fw1p20_h0p127_blay0p12_dstub0p80_step1p2,67.943612,Large-slot compensation for the 0.12 mm split-layer architecture.,-0.629105,1.141709,"dB(S(P3B:1,P3B:1))","dB(S(P4A:1,P4B:1))",-0.782598,-0.629105,0.153493,1.141709,19.013802,10.400000,0.500000,1.000000,0.127000,8.400000,8.800000,1.350000,0.000000,0.000000,0.000000,0.000000,10.000000,1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,97.445084,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.800000,0.350000,2.400000,-1.000000,1.000000,1.200000,1.400000,0.120000,,,,
158,p10p4_l8p8_b9p2_w1p45_fw1p25_h0p127_blay0p12_dstub0p90_step1p3,65.960517,Upper coupling limit for 0.12 mm split-layer retune.,-0.535301,1.285247,"dB(S(P3B:1,P3B:1))","dB(S(P4A:1,P4B:1))",-1.534731,-0.535301,0.999429,1.285247,19.687187,10.400000,0.500000,1.000000,0.127000,8.800000,9.200000,1.450000,0.000000,0.000000,0.000000,0.000000,10.000000,1.250000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,100.003220,1.000000,1.950000,1.050000,1.550000,1.000000,1.000000,0.900000,0.350000,2.400000,-1.000000,1.000000,1.300000,1.450000,0.120000,,,,
159,p10p4_l8p4_b9p0_w1p40_fw1p20_h0p127_blay0p16_dstub0p80_step1p2,65.943829,Compensate the 0.16 mm split-layer offset with large B aperture.,-0.613119,1.222150,"dB(S(P3B:1,P3B:1))","dB(S(P4A:1,P4B:1))",-1.235721,-0.613119,0.622602,1.222150,20.770453,10.400000,0.500000,1.000000,0.127000,8.400000,9.000000,1.400000,0.000000,0.000000,0.000000,0.000000,10.000000,1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,98.502937,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.800000,0.350000,2.400000,-1.000000,1.000000,1.200000,1.400000,0.160000,,,,
160,p10p6_l9p0_b9p4_w1p50_fw1p30_h0p127_blay0p16_dstub0p90_step1p3,67.929806,Maximum practical slot coupling for 0.16 mm split-layer isolation.,-0.617682,1.744170,"dB(S(P3B:1,P3B:1))","dB(S(P4A:1,P4B:1))",-2.166522,-0.617682,1.548840,1.744170,21.417388,10.600000,0.500000,1.000000,0.127000,9.000000,9.400000,1.500000,0.000000,0.000000,0.000000,0.000000,10.000000,1.300000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,100.048775,1.000000,1.950000,1.050000,1.550000,1.000000,1.000000,0.900000,0.350000,2.400000,-1.000000,1.000000,1.300000,1.500000,0.160000,,,,
161,p10p6_l9p0_b9p5_w1p60_fw1p35_h0p10_blay0p12_dstub0p90_step1p3,69.968340,Very thin feed dielectric to recover aperture coupling after split-layer separation.,-0.551557,1.729588,"dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2B:1))",-1.125741,-0.551557,0.574184,1.729588,23.202566,10.600000,0.500000,1.000000,0.100000,9.000000,9.500000,1.600000,0.000000,0.000000,0.000000,0.000000,10.000000,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,98.768004,1.000000,1.950000,1.050000,1.550000,1.000000,1.000000,0.900000,0.350000,2.400000,-1.000000,1.000000,1.300000,1.550000,0.120000,,,,
162,p10p6_l9p2_b9p6_w1p70_fw1p40_h0p10_blay0p16_dstub1p00_step1p4,71.974259,Very thin feed dielectric plus maximum coupling for the higher-isolation split layer.,-0.533359,1.916261,"dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2B:1))",-1.146542,-0.533359,0.613183,1.916261,26.171464,10.600000,0.500000,1.000000,0.100000,9.200000,9.600000,1.700000,0.000000,0.000000,0.000000,0.000000,10.000000,1.400000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,98.934642,1.000000,2.000000,1.050000,1.550000,1.000000,1.000000,1.000000,0.400000,2.400000,-1.000000,1.000000,1.400000,1.600000,0.160000,,,,
163,p9p75_l5p6_w0p70_fw0p80_bridge0p04_gap1p0_dstub0p70_step1p0,69.908541,Local B-feed bridge keeps the proven match layer but avoids direct A/B copper contact.,-0.367081,1.424803,"dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2B:1))",-0.408316,-0.367081,0.041235,1.424803,31.495003,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,99.699254,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,0.000000,1.000000,1.000000,0.040000,0.800000
164,p9p75_l5p6_w0p70_fw0p80_bridge0p06_gap1p0_dstub0p70_step1p0,71.935090,Slightly deeper local bridge for higher A/B isolation with minimal coupling loss.,-0.552728,1.260562,"dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2B:1))",-0.569890,-0.552728,0.017162,1.260562,31.947567,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,97.876760,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,0.000000,1.000000,1.000000,0.060000,0.800000
165,p9p75_l5p6_w0p70_fw0p80_bridge0p08_gap1p0_dstub0p70_step1p0,69.921802,Bridge depth matching the lowest full-layer split while preserving coplanar feed sections.,-0.591681,1.164412,"dB(S(P4A:1,P4A:1))","dB(S(P1A:1,P1B:1))",-0.591681,-0.655834,0.064153,1.164412,31.688496,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,97.629290,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,0.000000,1.000000,1.000000,0.080000,0.800000
166,p9p75_l5p6_w0p70_fw0p80_bridge0p10_gap1p1_dstub0p70_step1p0,69.932058,Wider bridge clearance for more A/B isolation.,-0.620720,0.941143,"dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2B:1))",-0.706099,-0.620720,0.085379,0.941143,35.855687,9.750000,0.500000,1.000000,0.254000,5.600000,5.600000,0.700000,0.000000,0.000000,0.000000,0.000000,10.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,97.492989,1.000000,1.900000,1.000000,1.550000,1.000000,1.000000,0.700000,0.300000,2.400000,-1.000000,1.000000,1.000000,1.100000,0.000000,1.000000,1.100000,0.100000,0.800000
